ticker,type,strike,expiry,iv,open_interest,market_price
BOVAB890,CALL,R$ 89.00,20/02/2026,0.0%,0,0
BOVAN890,PUT,R$ 89.00,20/02/2026,0.0%,0,0
BOVAC890,CALL,R$ 89.00,20/03/2026,0.0%,0,0
BOVAD890,CALL,R$ 89.00,17/04/2026,0.0%,0,0
BOVAE890,CALL,R$ 89.00,15/05/2026,0.0%,0,0
BOVAQ890,PUT,R$ 89.00,15/05/2026,0.0%,0,0
BOVAN895,PUT,R$ 89.50,20/02/2026,0.0%,0,0
BOVAC895,CALL,R$ 89.50,20/03/2026,0.0%,0,0
BOVAO895,PUT,R$ 89.50,20/03/2026,0.0%,0,0
BOVAD900,CALL,R$ 90.00,17/04/2026,0.0%,0,0
BOVAE900,CALL,R$ 90.00,15/05/2026,0.0%,0,0
BOVAF900,CALL,R$ 90.00,19/06/2026,0.0%,0,0
BOVAB905,CALL,R$ 90.50,20/02/2026,0.0%,0,0
BOVAN905,PUT,R$ 90.50,20/02/2026,0.0%,0,0
BOVAC905,CALL,R$ 90.50,20/03/2026,0.0%,0,0
BOVAO905,PUT,R$ 90.50,20/03/2026,0.0%,0,0
BOVAB910,CALL,R$ 91.00,20/02/2026,0.0%,0,0
BOVAC910,CALL,R$ 91.00,20/03/2026,0.0%,0,0
BOVAD910,CALL,R$ 91.00,17/04/2026,0.0%,0,0
BOVAE910,CALL,R$ 91.00,15/05/2026,0.0%,0,0
BOVAQ910,PUT,R$ 91.00,15/05/2026,0.0%,0,0
BOVAB915,CALL,R$ 91.50,20/02/2026,0.0%,0,0
BOVAC915,CALL,R$ 91.50,20/03/2026,0.0%,0,0
BOVAO915,PUT,R$ 91.50,20/03/2026,0.0%,0,0
BOVAC920,CALL,R$ 92.00,20/03/2026,0.0%,0,0
BOVAD920,CALL,R$ 92.00,17/04/2026,0.0%,0,0
BOVAE920,CALL,R$ 92.00,15/05/2026,0.0%,0,0
BOVAQ920,PUT,R$ 92.00,15/05/2026,0.0%,0,0
BOVAB925,CALL,R$ 92.50,20/02/2026,0.0%,0,0
BOVAN925,PUT,R$ 92.50,20/02/2026,0.0%,0,0
BOVAC925,CALL,R$ 92.50,20/03/2026,0.0%,0,0
BOVAO925,PUT,R$ 92.50,20/03/2026,0.0%,0,0
BOVAD930,CALL,R$ 93.00,17/04/2026,0.0%,0,0
BOVAE930,CALL,R$ 93.00,15/05/2026,0.0%,0,0
BOVAQ930,PUT,R$ 93.00,15/05/2026,0.0%,0,0
BOVAN935,PUT,R$ 93.50,20/02/2026,0.0%,0,0
BOVAC935,CALL,R$ 93.50,20/03/2026,0.0%,0,0
BOVAO935,PUT,R$ 93.50,20/03/2026,0.0%,0,0
BOVAC940,CALL,R$ 94.00,20/03/2026,0.0%,0,0
BOVAD940,CALL,R$ 94.00,17/04/2026,0.0%,0,0
BOVAE940,CALL,R$ 94.00,15/05/2026,0.0%,0,0
BOVAQ940,PUT,R$ 94.00,15/05/2026,0.0%,0,0
BOVAB945,CALL,R$ 94.50,20/02/2026,0.0%,0,0
BOVAN945,PUT,R$ 94.50,20/02/2026,0.0%,0,0
BOVAC945,CALL,R$ 94.50,20/03/2026,0.0%,0,0
BOVAD950,CALL,R$ 95.00,17/04/2026,0.0%,0,0
BOVAE950,CALL,R$ 95.00,15/05/2026,0.0%,0,0
BOVAQ950,PUT,R$ 95.00,15/05/2026,0.0%,0,0
BOVAN955,PUT,R$ 95.50,20/02/2026,0.0%,0,0
BOVAC955,CALL,R$ 95.50,20/03/2026,0.0%,0,0
BOVAO955,PUT,R$ 95.50,20/03/2026,0.0%,0,0
BOVAC960,CALL,R$ 96.00,20/03/2026,0.0%,0,0
BOVAD960,CALL,R$ 96.00,17/04/2026,0.0%,0,0
BOVAE960,CALL,R$ 96.00,15/05/2026,0.0%,0,0
BOVAQ960,PUT,R$ 96.00,15/05/2026,0.0%,0,0
BOVAB965,CALL,R$ 96.50,20/02/2026,0.0%,0,0
BOVAN965,PUT,R$ 96.50,20/02/2026,0.0%,0,0
BOVAC965,CALL,R$ 96.50,20/03/2026,0.0%,0,0
BOVAO965,PUT,R$ 96.50,20/03/2026,0.0%,0,0
BOVAC970,CALL,R$ 97.00,20/03/2026,0.0%,0,0
BOVAD970,CALL,R$ 97.00,17/04/2026,0.0%,0,0
BOVAP970,PUT,R$ 97.00,17/04/2026,39.7%,0,0
BOVAE970,CALL,R$ 97.00,15/05/2026,0.0%,0,0
BOVAQ970,PUT,R$ 97.00,15/05/2026,0.0%,0,0
BOVAB975,CALL,R$ 97.50,20/02/2026,0.0%,0,0
BOVAN975,PUT,R$ 97.50,20/02/2026,0.0%,0,0
BOVAC975,CALL,R$ 97.50,20/03/2026,0.0%,0,0
BOVAO975,PUT,R$ 97.50,20/03/2026,0.0%,0,0
BOVAL97,CALL,R$ 97.50,18/12/2026,0.0%,0,0
BOVAC980,CALL,R$ 98.00,20/03/2026,0.0%,0,0
BOVAD980,CALL,R$ 98.00,17/04/2026,0.0%,0,0
BOVAE980,CALL,R$ 98.00,15/05/2026,0.0%,0,0
BOVAQ980,PUT,R$ 98.00,15/05/2026,0.0%,0,0
BOVAK98,CALL,R$ 98.00,19/11/2026,0.0%,0,0
BOVAL98,CALL,R$ 98.00,18/12/2026,0.0%,0,0
BOVAB985,CALL,R$ 98.50,20/02/2026,0.0%,0,0
BOVAN985,PUT,R$ 98.50,20/02/2026,0.0%,0,0
BOVAC985,CALL,R$ 98.50,20/03/2026,0.0%,0,0
BOVAC990,CALL,R$ 99.00,20/03/2026,0.0%,0,0
BOVAD990,CALL,R$ 99.00,17/04/2026,0.0%,0,0
BOVAE990,CALL,R$ 99.00,15/05/2026,0.0%,0,0
BOVAQ990,PUT,R$ 99.00,15/05/2026,0.0%,0,0
BOVAH990,CALL,R$ 99.00,21/08/2026,0.0%,0,0
BOVAT990,PUT,R$ 99.00,21/08/2026,0.0%,0,0
BOVAI990,CALL,R$ 99.00,18/09/2026,0.0%,0,0
BOVAU990,PUT,R$ 99.00,18/09/2026,0.0%,0,0
BOVAL99,CALL,R$ 99.00,18/12/2026,0.0%,0,0
BOVAB995,CALL,R$ 99.50,20/02/2026,0.0%,0,0
BOVAC995,CALL,R$ 99.50,20/03/2026,0.0%,0,0
BOVAG99,CALL,R$ 100.00,17/07/2026,0.0%,0,0
BOVAS99,PUT,R$ 100.00,17/07/2026,26.7%,0,0
BOVAC101,CALL,R$ 101.00,20/03/2026,0.0%,0,0
BOVAD101,CALL,R$ 101.00,17/04/2026,0.0%,0,0
BOVAD102,CALL,R$ 102.00,17/04/2026,0.0%,0,0
BOVAL49,CALL,R$ 102.00,18/12/2026,0.0%,0,-0.07
BOVAC103,CALL,R$ 103.00,20/03/2026,0.0%,0,0
BOVAD103,CALL,R$ 103.00,17/04/2026,0.0%,0,0
BOVAD105,CALL,R$ 105.00,17/04/2026,0.0%,0,0
BOVAF105,CALL,R$ 105.00,19/06/2026,0.0%,0,0
BOVAD106,CALL,R$ 106.00,17/04/2026,0.0%,0,0
BOVAD107,CALL,R$ 107.00,17/04/2026,0.0%,0,0
BOVAD108,CALL,R$ 108.00,17/04/2026,0.0%,0,0
BOVAK108,CALL,R$ 108.00,19/11/2026,0.0%,0,0
BOVAD109,CALL,R$ 109.00,17/04/2026,0.0%,0,0
BOVAF110,CALL,R$ 110.00,19/06/2026,0.0%,0,0
BOVAU1,PUT,R$ 110.00,18/09/2026,0.0%,0,0
BOVAJ110,CALL,R$ 110.00,16/10/2026,0.0%,0,0
BOVAW110,PUT,R$ 110.00,19/11/2026,26.5%,0,18.75
BOVAC111,CALL,R$ 111.00,20/03/2026,0.0%,0,0
BOVAK111,CALL,R$ 111.00,19/11/2026,0.0%,0,0
BOVAL47,CALL,R$ 112.00,18/12/2026,0.0%,0,0
BOVAK113,CALL,R$ 113.00,19/11/2026,0.0%,0,0
BOVAK16,CALL,R$ 114.00,19/11/2026,0.0%,0,0
BOVAL48,CALL,R$ 114.00,18/12/2026,0.0%,0,0
BOVAT115,PUT,R$ 115.00,21/08/2026,0.0%,0,0
BOVAI2,CALL,R$ 115.00,18/09/2026,0.0%,0,0
BOVAU2,PUT,R$ 115.00,18/09/2026,0.0%,0,0
BOVAJ115,CALL,R$ 115.00,16/10/2026,0.0%,0,0
BOVAV115,PUT,R$ 115.00,16/10/2026,0.0%,0,0
BOVAL115,CALL,R$ 115.00,18/12/2026,0.0%,0,2.34
BOVAD116,CALL,R$ 116.00,17/04/2026,0.0%,0,0
BOVAI3,CALL,R$ 116.00,18/09/2026,0.0%,0,0
BOVAU3,PUT,R$ 116.00,18/09/2026,0.0%,0,0
BOVAJ2,CALL,R$ 116.00,16/10/2026,0.0%,0,0
BOVAV2,PUT,R$ 116.00,16/10/2026,0.0%,0,0
BOVAK1,CALL,R$ 116.00,19/11/2026,0.0%,0,0
BOVAL116,CALL,R$ 116.00,18/12/2026,0.0%,0,0
BOVAX116,PUT,R$ 116.00,18/12/2026,0.0%,0,0
BOVAD117,CALL,R$ 117.00,17/04/2026,0.0%,0,0
BOVAI4,CALL,R$ 117.00,18/09/2026,0.0%,0,0
BOVAJ117,CALL,R$ 117.00,16/10/2026,0.0%,0,0
BOVAK2,CALL,R$ 117.00,19/11/2026,0.0%,0,0
BOVAW2,PUT,R$ 117.00,19/11/2026,0.0%,0,0
BOVAL117,CALL,R$ 117.00,18/12/2026,0.0%,0,0
BOVAX117,PUT,R$ 117.00,18/12/2026,0.0%,0,0
BOVAD118,CALL,R$ 118.00,17/04/2026,0.0%,0,0
BOVAE118,CALL,R$ 118.00,15/05/2026,0.0%,0,0
BOVAI5,CALL,R$ 118.00,18/09/2026,0.0%,0,0
BOVAU5,PUT,R$ 118.00,18/09/2026,23.5%,0,0
BOVAJ3,CALL,R$ 118.00,16/10/2026,0.0%,0,0
BOVAV3,PUT,R$ 118.00,16/10/2026,0.0%,0,0
BOVAK3,CALL,R$ 118.00,19/11/2026,0.0%,0,0
BOVAW3,PUT,R$ 118.00,19/11/2026,0.0%,0,0
BOVAL3,CALL,R$ 118.00,18/12/2026,0.0%,0,0
BOVAX3,PUT,R$ 118.00,18/12/2026,0.0%,0,0
BOVAD7,CALL,R$ 119.00,17/04/2026,0.0%,0,4.75
BOVAE119,CALL,R$ 119.00,15/05/2026,0.0%,0,0
BOVAQ119,PUT,R$ 119.00,15/05/2026,0.0%,0,0
BOVAI119,CALL,R$ 119.00,18/09/2026,0.0%,0,0
BOVAU119,PUT,R$ 119.00,18/09/2026,0.0%,0,0
BOVAJ119,CALL,R$ 119.00,16/10/2026,0.0%,0,0
BOVAV119,PUT,R$ 119.00,16/10/2026,0.0%,0,0
BOVAK4,CALL,R$ 119.00,19/11/2026,0.0%,0,0
BOVAW4,PUT,R$ 119.00,19/11/2026,0.0%,0,0
BOVAX16,PUT,R$ 119.00,18/12/2026,0.0%,0,0
BOVAJ12,CALL,R$ 120.00,16/10/2026,0.0%,0,0
BOVAK120,CALL,R$ 120.00,19/11/2026,0.0%,0,0
BOVAE121,CALL,R$ 121.00,15/05/2026,0.0%,0,0
BOVAI6,CALL,R$ 121.00,18/09/2026,0.0%,0,0
BOVAJ121,CALL,R$ 121.00,16/10/2026,0.0%,0,0
BOVAK121,CALL,R$ 121.00,19/11/2026,0.0%,0,0
BOVAW121,PUT,R$ 121.00,19/11/2026,0.0%,0,0
BOVAG121,CALL,R$ 121.00,16/07/2027,0.0%,0,0
BOVAS121,PUT,R$ 121.00,16/07/2027,0.0%,0,0
BOVAU121,PUT,R$ 121.00,17/09/2027,0.0%,0,0
BOVAD122,CALL,R$ 122.00,17/04/2026,0.0%,0,0
BOVAP122,PUT,R$ 122.00,17/04/2026,0.0%,0,0
BOVAE122,CALL,R$ 122.00,15/05/2026,0.0%,0,0
BOVAQ122,PUT,R$ 122.00,15/05/2026,0.0%,0,0
BOVAI7,CALL,R$ 122.00,18/09/2026,0.0%,0,0
BOVAU7,PUT,R$ 122.00,18/09/2026,0.0%,0,0
BOVAV5,PUT,R$ 122.00,16/10/2026,0.0%,0,0
BOVAK122,CALL,R$ 122.00,19/11/2026,0.0%,0,0
BOVAW122,PUT,R$ 122.00,19/11/2026,0.0%,0,0
BOVAG122,CALL,R$ 122.00,16/07/2027,0.0%,0,0
BOVAS122,PUT,R$ 122.00,16/07/2027,0.0%,0,0
BOVAU122,PUT,R$ 122.00,17/09/2027,0.0%,0,0
BOVAO123W1,PUT,R$ 123.00,06/03/2026,0.0%,0,0
BOVAQ123,PUT,R$ 123.00,15/05/2026,0.0%,0,0
BOVAI8,CALL,R$ 123.00,18/09/2026,0.0%,0,0
BOVAU8,PUT,R$ 123.00,18/09/2026,0.0%,0,0
BOVAJ123,CALL,R$ 123.00,16/10/2026,0.0%,0,0
BOVAK5,CALL,R$ 123.00,19/11/2026,0.0%,0,0
BOVAW5,PUT,R$ 123.00,19/11/2026,0.0%,0,0
BOVAG123,CALL,R$ 123.00,16/07/2027,0.0%,0,0
BOVAS123,PUT,R$ 123.00,16/07/2027,0.0%,0,0
BOVAU123,PUT,R$ 123.00,17/09/2027,0.0%,0,0
BOVAP124,PUT,R$ 124.00,17/04/2026,0.0%,0,0
BOVAE124,CALL,R$ 124.00,15/05/2026,0.0%,0,0
BOVAI124,CALL,R$ 124.00,18/09/2026,0.0%,0,0
BOVAU124,PUT,R$ 124.00,18/09/2026,0.0%,0,0
BOVAV124,PUT,R$ 124.00,16/10/2026,0.0%,0,0
BOVAK6,CALL,R$ 124.00,19/11/2026,0.0%,0,0
BOVAW6,PUT,R$ 124.00,19/11/2026,24.2%,0,0
BOVAX122,PUT,R$ 124.00,18/12/2026,0.0%,0,0
BOVAG124,CALL,R$ 124.00,16/07/2027,0.0%,0,0
BOVAS124,PUT,R$ 124.00,16/07/2027,0.0%,0,0
BOVAU9,PUT,R$ 124.00,17/09/2027,0.0%,0,0
BOVAI125,CALL,R$ 125.00,18/09/2026,0.0%,0,0
BOVAK125,CALL,R$ 125.00,19/11/2026,0.0%,0,0
BOVAA12,CALL,R$ 125.00,15/01/2027,0.0%,0,0
BOVAM12,PUT,R$ 125.00,15/01/2027,0.0%,0,0
BOVAB12,CALL,R$ 125.00,19/02/2027,0.0%,0,-4.19
BOVAN12,PUT,R$ 125.00,19/02/2027,0.0%,0,0
BOVAC12,CALL,R$ 125.00,19/03/2027,0.0%,0,0
BOVAG12,CALL,R$ 125.00,16/07/2027,0.0%,0,0
BOVAS12,PUT,R$ 125.00,16/07/2027,0.0%,0,0
BOVAI11,CALL,R$ 125.00,17/09/2027,0.0%,0,0
BOVAU11,PUT,R$ 125.00,17/09/2027,0.0%,0,0
BOVAP126,PUT,R$ 126.00,17/04/2026,0.0%,0,0
BOVAE126,CALL,R$ 126.00,15/05/2026,0.0%,0,0
BOVAU126,PUT,R$ 126.00,18/09/2026,24.9%,0,1.56
BOVAJ126,CALL,R$ 126.00,16/10/2026,0.0%,0,0
BOVAK126,CALL,R$ 126.00,19/11/2026,0.0%,0,0
BOVAG126,CALL,R$ 126.00,16/07/2027,0.0%,0,0
BOVAS126,PUT,R$ 126.00,16/07/2027,0.0%,0,0
BOVAU13,PUT,R$ 126.00,17/09/2027,0.0%,0,0
BOVAA127W5,CALL,R$ 127.00,30/01/2026,0.0%,0,0
BOVAM127W5,PUT,R$ 127.00,30/01/2026,0.0%,0,0
BOVAP127,PUT,R$ 127.00,17/04/2026,0.0%,0,0
BOVAI127,CALL,R$ 127.00,18/09/2026,0.0%,0,0
BOVAJ127,CALL,R$ 127.00,16/10/2026,0.0%,0,0
BOVAK127,CALL,R$ 127.00,19/11/2026,0.0%,0,0
BOVAG127,CALL,R$ 127.00,16/07/2027,0.0%,0,0
BOVAS127,PUT,R$ 127.00,16/07/2027,0.0%,0,0
BOVAU14,PUT,R$ 127.00,17/09/2027,0.0%,0,0
BOVAJ128,CALL,R$ 128.00,16/10/2026,0.0%,0,0
BOVAK128,CALL,R$ 128.00,19/11/2026,0.0%,0,0
BOVAL32,CALL,R$ 128.00,18/12/2026,0.0%,0,0
BOVAG128,CALL,R$ 128.00,16/07/2027,0.0%,0,0
BOVAS128,PUT,R$ 128.00,16/07/2027,0.0%,0,0
BOVAU15,PUT,R$ 128.00,17/09/2027,0.0%,0,0
BOVAA129W5,CALL,R$ 129.00,30/01/2026,0.0%,0,0
BOVAM129W5,PUT,R$ 129.00,30/01/2026,0.0%,0,0
BOVAP129,PUT,R$ 129.00,17/04/2026,0.0%,0,0
BOVAG31,CALL,R$ 129.00,17/07/2026,0.0%,0,0
BOVAS31,PUT,R$ 129.00,17/07/2026,21.8%,0,0
BOVAJ129,CALL,R$ 129.00,16/10/2026,0.0%,0,0
BOVAK129,CALL,R$ 129.00,19/11/2026,0.0%,0,0
BOVAG129,CALL,R$ 129.00,16/07/2027,0.0%,0,0
BOVAS129,PUT,R$ 129.00,16/07/2027,0.0%,0,0
BOVAU16,PUT,R$ 129.00,17/09/2027,0.0%,0,0
BOVAB130W1,CALL,R$ 130.00,06/02/2026,0.0%,0,0
BOVAN130W1,PUT,R$ 130.00,06/02/2026,0.0%,0,0
BOVAB130W2,CALL,R$ 130.00,13/02/2026,0.0%,0,0
BOVAA2,CALL,R$ 130.00,15/01/2027,23.1%,0,0
BOVAB3,CALL,R$ 130.00,19/02/2027,0.0%,0,0
BOVAN3,PUT,R$ 130.00,19/02/2027,0.0%,0,0
BOVAG130,CALL,R$ 130.00,16/07/2027,0.0%,0,0
BOVAU17,PUT,R$ 130.00,17/09/2027,0.0%,0,0
BOVAW45,PUT,R$ 130.00,19/11/2027,0.0%,0,0
BOVAA131W5,CALL,R$ 131.00,30/01/2026,0.0%,0,0
BOVAM131W5,PUT,R$ 131.00,30/01/2026,0.0%,0,0
BOVAB131W1,CALL,R$ 131.00,06/02/2026,0.0%,0,0
BOVAN131W1,PUT,R$ 131.00,06/02/2026,0.0%,0,0
BOVAB131W2,CALL,R$ 131.00,13/02/2026,0.0%,0,0
BOVAN131W2,PUT,R$ 131.00,13/02/2026,0.0%,0,0
BOVAC131W2,CALL,R$ 131.00,13/03/2026,0.0%,0,0
BOVAO131W2,PUT,R$ 131.00,13/03/2026,0.0%,0,0
BOVAP131,PUT,R$ 131.00,17/04/2026,0.0%,0,0
BOVAH131,CALL,R$ 131.00,21/08/2026,0.0%,0,0
BOVAG13,CALL,R$ 131.00,16/07/2027,0.0%,0,0
BOVAS13,PUT,R$ 131.00,16/07/2027,0.0%,0,0
BOVAI131,CALL,R$ 131.00,17/09/2027,0.0%,0,0
BOVAU131,PUT,R$ 131.00,17/09/2027,0.0%,0,0
BOVAW46,PUT,R$ 131.00,19/11/2027,0.0%,0,0
BOVAM132W5,PUT,R$ 132.00,30/01/2026,33.5%,0,0
BOVAB132W1,CALL,R$ 132.00,06/02/2026,0.0%,0,0
BOVAN132W1,PUT,R$ 132.00,06/02/2026,0.0%,0,0
BOVAB132W2,CALL,R$ 132.00,13/02/2026,0.0%,0,0
BOVAN132W2,PUT,R$ 132.00,13/02/2026,0.0%,0,0
BOVAP132,PUT,R$ 132.00,17/04/2026,0.0%,0,0
BOVAG1,CALL,R$ 132.00,16/07/2027,0.0%,0,0
BOVAS1,PUT,R$ 132.00,16/07/2027,0.0%,0,0
BOVAI132,CALL,R$ 132.00,17/09/2027,0.0%,0,0
BOVAU132,PUT,R$ 132.00,17/09/2027,0.0%,0,0
BOVAW47,PUT,R$ 132.00,19/11/2027,0.0%,0,0
BOVAA133W5,CALL,R$ 133.00,30/01/2026,0.0%,0,0
BOVAM133W5,PUT,R$ 133.00,30/01/2026,0.0%,0,0
BOVAB133W1,CALL,R$ 133.00,06/02/2026,0.0%,0,0
BOVAN133W1,PUT,R$ 133.00,06/02/2026,0.0%,0,0
BOVAB133W2,CALL,R$ 133.00,13/02/2026,0.0%,0,0
BOVAN133W2,PUT,R$ 133.00,13/02/2026,0.0%,0,0
BOVAF133,CALL,R$ 133.00,19/06/2026,0.0%,0,-1.36
BOVAH133,CALL,R$ 133.00,21/08/2026,0.0%,0,0
BOVAT133,PUT,R$ 133.00,21/08/2026,0.0%,0,0
BOVAK133,CALL,R$ 133.00,19/11/2026,0.0%,0,0
BOVAG2,CALL,R$ 133.00,16/07/2027,0.0%,0,0
BOVAS2,PUT,R$ 133.00,16/07/2027,0.0%,0,0
BOVAU133,PUT,R$ 133.00,17/09/2027,0.0%,0,0
BOVAB134W1,CALL,R$ 134.00,06/02/2026,0.0%,0,0
BOVAN134W1,PUT,R$ 134.00,06/02/2026,0.0%,0,0
BOVAB134W2,CALL,R$ 134.00,13/02/2026,0.0%,0,0
BOVAN134W2,PUT,R$ 134.00,13/02/2026,0.0%,0,0
BOVAO134W1,PUT,R$ 134.00,06/03/2026,0.0%,0,0
BOVAP134,PUT,R$ 134.00,17/04/2026,0.0%,0,0
BOVAR134,PUT,R$ 134.00,19/06/2026,0.0%,0,0
BOVAH134,CALL,R$ 134.00,21/08/2026,0.0%,0,0
BOVAT134,PUT,R$ 134.00,21/08/2026,0.0%,0,0
BOVAS3,PUT,R$ 134.00,16/07/2027,0.0%,0,0
BOVAU134,PUT,R$ 134.00,17/09/2027,0.0%,0,0
BOVAM135W4,PUT,R$ 135.00,23/01/2026,0.0%,0,0
BOVAB135W1,CALL,R$ 135.00,06/02/2026,0.0%,0,0
BOVAN135W1,PUT,R$ 135.00,06/02/2026,0.0%,0,0
BOVAB135W2,CALL,R$ 135.00,13/02/2026,0.0%,0,0
BOVAO135W1,PUT,R$ 135.00,06/03/2026,0.0%,0,0
BOVAA13,CALL,R$ 135.00,15/01/2027,0.0%,0,0
BOVAB13,CALL,R$ 135.00,19/02/2027,0.0%,0,0
BOVAN13,PUT,R$ 135.00,19/02/2027,0.0%,0,0
BOVAG4,CALL,R$ 135.00,16/07/2027,0.0%,0,0
BOVAS4,PUT,R$ 135.00,16/07/2027,0.0%,0,0
BOVAI18,CALL,R$ 135.00,17/09/2027,0.0%,0,0
BOVAW51,PUT,R$ 135.00,19/11/2027,0.0%,0,0
BOVAN136W1,PUT,R$ 136.00,06/02/2026,0.0%,0,0
BOVAN136W2,PUT,R$ 136.00,13/02/2026,0.0%,0,0
BOVAP136,PUT,R$ 136.00,17/04/2026,0.0%,0,0
BOVAG5,CALL,R$ 136.00,16/07/2027,0.0%,0,0
BOVAS5,PUT,R$ 136.00,16/07/2027,0.0%,0,0
BOVAI136,CALL,R$ 136.00,17/09/2027,0.0%,0,0
BOVAU136,PUT,R$ 136.00,17/09/2027,0.0%,0,0
BOVAN137W1,PUT,R$ 137.00,06/02/2026,29.6%,0,0
BOVAB137W2,CALL,R$ 137.00,13/02/2026,0.0%,0,0
BOVAN137W2,PUT,R$ 137.00,13/02/2026,0.0%,0,0
BOVAP137,PUT,R$ 137.00,17/04/2026,0.0%,0,0
BOVAG6,CALL,R$ 137.00,16/07/2027,0.0%,0,0
BOVAI137,CALL,R$ 137.00,17/09/2027,0.0%,0,0
BOVAU137,PUT,R$ 137.00,17/09/2027,0.0%,0,0
BOVAW53,PUT,R$ 137.00,19/11/2027,0.0%,0,0
BOVAN138W1,PUT,R$ 138.00,06/02/2026,30.3%,0,0
BOVAN138W2,PUT,R$ 138.00,13/02/2026,0.0%,0,0
BOVAP138,PUT,R$ 138.00,17/04/2026,0.0%,0,0
BOVAF138,CALL,R$ 138.00,19/06/2026,0.0%,0,0
BOVAG138,CALL,R$ 138.00,17/07/2026,8.1%,0,-0.87
BOVAS138,PUT,R$ 138.00,17/07/2026,20.6%,0,0
BOVAG7,CALL,R$ 138.00,16/07/2027,0.0%,0,0
BOVAI138,CALL,R$ 138.00,17/09/2027,0.0%,0,0
BOVAU138,PUT,R$ 138.00,17/09/2027,0.0%,0,0
BOVAW54,PUT,R$ 138.00,19/11/2027,0.0%,0,0
BOVAA139W5,CALL,R$ 139.00,30/01/2026,0.0%,0,0
BOVAM139W5,PUT,R$ 139.00,30/01/2026,0.0%,0,0
BOVAB139W2,CALL,R$ 139.00,13/02/2026,0.0%,0,0
BOVAN139W2,PUT,R$ 139.00,13/02/2026,0.0%,0,0
BOVAG139,CALL,R$ 139.00,17/07/2026,0.0%,0,51.64
BOVAL50,CALL,R$ 139.00,18/12/2026,0.0%,0,0
BOVAG8,CALL,R$ 139.00,16/07/2027,0.0%,0,0
BOVAU139,PUT,R$ 139.00,17/09/2027,0.0%,0,0
BOVAW56,PUT,R$ 139.00,19/11/2027,0.0%,0,0
BOVAB140W1,CALL,R$ 140.00,06/02/2026,0.0%,0,0
BOVAB140W2,CALL,R$ 140.00,13/02/2026,0.0%,0,0
BOVAN140W2,PUT,R$ 140.00,13/02/2026,23.6%,0,25
BOVAB140W4,CALL,R$ 140.00,27/02/2026,0.0%,0,0
BOVAN140W4,PUT,R$ 140.00,27/02/2026,21.5%,0,20
BOVAC14,CALL,R$ 140.00,19/03/2027,0.0%,0,0
BOVAA141W5,CALL,R$ 141.00,30/01/2026,0.0%,0,0
BOVAM141W5,PUT,R$ 141.00,30/01/2026,32.5%,0,0
BOVAB141W2,CALL,R$ 141.00,13/02/2026,0.0%,0,0
BOVAN141W2,PUT,R$ 141.00,13/02/2026,0.0%,0,0
BOVAP141,PUT,R$ 141.00,17/04/2026,0.0%,0,0
BOVAA4,CALL,R$ 141.00,15/01/2027,0.0%,0,0
BOVAM4,PUT,R$ 141.00,15/01/2027,0.0%,0,0
BOVAG141,CALL,R$ 141.00,16/07/2027,0.0%,0,0
BOVAW58,PUT,R$ 141.00,19/11/2027,0.0%,0,0
BOVAN142W1,PUT,R$ 142.00,06/02/2026,27.0%,0,0
BOVAB142W2,CALL,R$ 142.00,13/02/2026,0.0%,0,0
BOVAN142W2,PUT,R$ 142.00,13/02/2026,0.0%,0,0
BOVAN142W4,PUT,R$ 142.00,27/02/2026,0.0%,0,0
BOVAI142,CALL,R$ 142.00,18/09/2026,0.0%,0,0
BOVAJ142,CALL,R$ 142.00,16/10/2026,0.0%,0,0
BOVAK142,CALL,R$ 142.00,19/11/2026,0.0%,0,0
BOVAW142,PUT,R$ 142.00,19/11/2026,25.4%,0,0
BOVAA5,CALL,R$ 142.00,15/01/2027,0.0%,0,0
BOVAM5,PUT,R$ 142.00,15/01/2027,0.0%,0,0
BOVAG14,CALL,R$ 142.00,16/07/2027,0.0%,0,0
BOVAU21,PUT,R$ 142.00,17/09/2027,0.0%,0,0
BOVAK59,CALL,R$ 142.00,19/11/2027,0.0%,0,0
BOVAW59,PUT,R$ 142.00,19/11/2027,0.0%,0,0
BOVAA143W5,CALL,R$ 143.00,30/01/2026,0.0%,0,0
BOVAM143W5,PUT,R$ 143.00,30/01/2026,29.0%,0,0
BOVAB143W2,CALL,R$ 143.00,13/02/2026,0.0%,0,0
BOVAN143W2,PUT,R$ 143.00,13/02/2026,0.0%,0,0
BOVAP143,PUT,R$ 143.00,17/04/2026,0.0%,0,0
BOVAG143,CALL,R$ 143.00,17/07/2026,0.0%,0,0
BOVAI143,CALL,R$ 143.00,18/09/2026,0.0%,0,0
BOVAJ143,CALL,R$ 143.00,16/10/2026,0.0%,0,0
BOVAW143,PUT,R$ 143.00,19/11/2026,0.0%,0,0
BOVAA6,CALL,R$ 143.00,15/01/2027,0.0%,0,0
BOVAM6,PUT,R$ 143.00,15/01/2027,0.0%,0,0
BOVAG9,CALL,R$ 143.00,16/07/2027,0.0%,0,0
BOVAI22,CALL,R$ 143.00,17/09/2027,0.0%,0,0
BOVAU22,PUT,R$ 143.00,17/09/2027,0.0%,0,0
BOVAK60,CALL,R$ 143.00,19/11/2027,0.0%,0,0
BOVAW60,PUT,R$ 143.00,19/11/2027,0.0%,0,0
BOVAN144W1,PUT,R$ 144.00,06/02/2026,26.1%,0,0
BOVAN144W2,PUT,R$ 144.00,13/02/2026,0.0%,0,0
